link,file name
https://drive.google.com/uc?export=download&id=16VFJWIjdDBaFyJtFnUtFcm4OwZbrMYnY ,rigved-full-hd.pdf
https://drive.google.com/uc?export=download&id=19xUYtDeYVY9YX1blKClDiKbuvquAhWdJ ,"rigveda_sanskrit_only.pdf,"
https://drive.google.com/uc?export=download&id=1IVmXlcGz1WtyEaCLbR4BhRcIZdBUE3qa ,"rigveda_english.pdf,"
https://drive.google.com/uc?export=download&id=1NZBCuz0oplCMyXuC6SOA1_OlYmrULlfl ,"saam-ved.pdf,"
https://drive.google.com/uc?export=download&id=1QxqXsC6znIth25Thh6eHmRjWcIpfSfYw ,"rig-ved.pdf,"
https://drive.google.com/uc?export=download&id=1Tnp2s7JQ2h9DL6KzA6L1lVK42_cHfDNz ,"atharva-ved-good-quality.pdf,"
https://drive.google.com/uc?export=download&id=1z0d2vdZvvfoHnoPheR7hKJ5rO0QAwZpR ,yajur-ved.pdf
, 
